cohort_month,cohort_age_month,cohort_size,retained_customers,retention_rate_pct
2023-10-01,13,736,34,4.62
2023-10-01,14,736,50,6.79
2023-10-01,15,736,33,4.48
2023-10-01,16,736,39,5.3
2023-10-01,17,736,43,5.84
2023-10-01,18,736,56,7.61
2023-10-01,19,736,47,6.39
2023-10-01,20,736,47,6.39
2023-10-01,21,736,44,5.98
2023-10-01,22,736,51,6.93
2023-10-01,23,736,59,8.02
2023-10-01,24,736,39,5.3
2023-10-01,25,736,53,7.2
2023-10-01,26,736,47,6.39
2023-10-01,27,736,51,6.93
2023-10-01,28,736,45,6.11
2023-11-01,0,678,678,100.0
2023-11-01,1,678,39,5.75
2023-11-01,2,678,43,6.34
2023-11-01,3,678,44,6.49
2023-11-01,4,678,36,5.31
2023-11-01,5,678,41,6.05
2023-11-01,6,678,31,4.57
2023-11-01,7,678,38,5.6
2023-11-01,8,678,40,5.9
2023-11-01,9,678,42,6.19
2023-11-01,10,678,39,5.75
2023-11-01,11,678,47,6.93
2023-11-01,12,678,52,7.67
2023-11-01,13,678,37,5.46
2023-11-01,14,678,40,5.9
2023-11-01,15,678,45,6.64
2023-11-01,16,678,42,6.19
2023-11-01,17,678,43,6.34
2023-11-01,18,678,42,6.19
2023-11-01,19,678,38,5.6
2023-11-01,20,678,33,4.87
2023-11-01,21,678,44,6.49
2023-11-01,22,678,32,4.72
2023-11-01,23,678,40,5.9
2023-11-01,24,678,45,6.64
2023-11-01,25,678,37,5.46
2023-11-01,26,678,40,5.9
2023-11-01,27,678,34,5.01
2023-12-01,0,636,636,100.0
2023-12-01,1,636,36,5.66
2023-12-01,2,636,39,6.13
2023-12-01,3,636,29,4.56
2023-12-01,4,636,29,4.56
2023-12-01,5,636,37,5.82
2023-12-01,6,636,37,5.82
2023-12-01,7,636,36,5.66
2023-12-01,8,636,31,4.87
2023-12-01,9,636,43,6.76
2023-12-01,10,636,41,6.45
2023-12-01,11,636,40,6.29
2023-12-01,12,636,34,5.35
2023-12-01,13,636,46,7.23
2023-12-01,14,636,37,5.82
2023-12-01,15,636,42,6.6
2023-12-01,16,636,26,4.09
2023-12-01,17,636,52,8.18
2023-12-01,18,636,41,6.45
2023-12-01,19,636,37,5.82
2023-12-01,20,636,38,5.97
2023-12-01,21,636,26,4.09
2023-12-01,22,636,44,6.92
2023-12-01,23,636,27,4.25
2023-12-01,24,636,36,5.66
2023-12-01,25,636,26,4.09
2023-12-01,26,636,28,4.4
2024-01-01,0,592,592,100.0
2024-01-01,1,592,27,4.56
2024-01-01,2,592,28,4.73
2024-01-01,3,592,41,6.93
2024-01-01,4,592,39,6.59
2024-01-01,5,592,35,5.91
2024-01-01,6,592,44,7.43
2024-01-01,7,592,39,6.59
2024-01-01,8,592,40,6.76
2024-01-01,9,592,23,3.89
2024-01-01,10,592,33,5.57
2024-01-01,11,592,33,5.57
2024-01-01,12,592,37,6.25
2024-01-01,13,592,33,5.57
2024-01-01,14,592,43,7.26
2024-01-01,15,592,44,7.43
2024-01-01,16,592,36,6.08
2024-01-01,17,592,48,8.11
2024-01-01,18,592,31,5.24
2024-01-01,19,592,31,5.24
2024-01-01,20,592,51,8.61
2024-01-01,21,592,32,5.41
2024-01-01,22,592,41,6.93
2024-01-01,23,592,30,5.07
2024-01-01,24,592,29,4.9
2024-01-01,25,592,29,4.9
2024-02-01,0,525,525,100.0
2024-02-01,1,525,39,7.43
2024-02-01,2,525,38,7.24
2024-02-01,3,525,32,6.1
2024-02-01,4,525,24,4.57
2024-02-01,5,525,29,5.52
2024-02-01,6,525,19,3.62
2024-02-01,7,525,23,4.38
2024-02-01,8,525,27,5.14
2024-02-01,9,525,13,2.48
2024-02-01,10,525,26,4.95
2024-02-01,11,525,25,4.76
2024-02-01,12,525,30,5.71
2024-02-01,13,525,28,5.33
2024-02-01,14,525,32,6.1
2024-02-01,15,525,39,7.43
2024-02-01,16,525,30,5.71
2024-02-01,17,525,26,4.95
2024-02-01,18,525,20,3.81
2024-02-01,19,525,23,4.38
2024-02-01,20,525,31,5.9
2024-02-01,21,525,36,6.86
2024-02-01,22,525,23,4.38
2024-02-01,23,525,34,6.48
2024-02-01,24,525,35,6.67
2024-03-01,0,489,489,100.0
2024-03-01,1,489,23,4.7
2024-03-01,2,489,21,4.29
2024-03-01,3,489,20,4.09
2024-03-01,4,489,27,5.52
2024-03-01,5,489,28,5.73
2024-03-01,6,489,28,5.73
2024-03-01,7,489,15,3.07
2024-03-01,8,489,37,7.57
2024-03-01,9,489,27,5.52
2024-03-01,10,489,27,5.52
2024-03-01,11,489,25,5.11
2024-03-01,12,489,25,5.11
2024-03-01,13,489,26,5.32
2024-03-01,14,489,33,6.75
2024-03-01,15,489,24,4.91
2024-03-01,16,489,25,5.11
2024-03-01,17,489,33,6.75
2024-03-01,18,489,26,5.32
2024-03-01,19,489,32,6.54
2024-03-01,20,489,20,4.09
2024-03-01,21,489,25,5.11
2024-03-01,22,489,25,5.11
2024-03-01,23,489,18,3.68
2024-04-01,0,504,504,100.0
2024-04-01,1,504,32,6.35
2024-04-01,2,504,25,4.96
2024-04-01,3,504,38,7.54
2024-04-01,4,504,18,3.57
2024-04-01,5,504,20,3.97
2024-04-01,6,504,25,4.96
2024-04-01,7,504,36,7.14
2024-04-01,8,504,30,5.95
2024-04-01,9,504,26,5.16
2024-04-01,10,504,24,4.76
2024-04-01,11,504,20,3.97
2024-04-01,12,504,21,4.17
2024-04-01,13,504,23,4.56
2024-04-01,14,504,26,5.16
2024-04-01,15,504,33,6.55
2024-04-01,16,504,27,5.36
2024-04-01,17,504,35,6.94
2024-04-01,18,504,30,5.95
2024-04-01,19,504,25,4.96
2024-04-01,20,504,16,3.17
2024-04-01,21,504,35,6.94
2024-04-01,22,504,25,4.96
2024-05-01,0,475,475,100.0
2024-05-01,1,475,35,7.37
2024-05-01,2,475,19,4.0
2024-05-01,3,475,23,4.84
2024-05-01,4,475,27,5.68
2024-05-01,5,475,26,5.47
2024-05-01,6,475,20,4.21
2024-05-01,7,475,21,4.42
2024-05-01,8,475,27,5.68
2024-05-01,9,475,28,5.89
2024-05-01,10,475,25,5.26
2024-05-01,11,475,22,4.63
2024-05-01,12,475,27,5.68
2024-05-01,13,475,26,5.47
2024-05-01,14,475,30,6.32
2024-05-01,15,475,26,5.47
2024-05-01,16,475,21,4.42
2024-05-01,17,475,28,5.89
2024-05-01,18,475,21,4.42
2024-05-01,19,475,28,5.89
2024-05-01,20,475,16,3.37
2024-05-01,21,475,19,4.0
2024-06-01,0,442,442,100.0
2024-06-01,1,442,28,6.33
2024-06-01,2,442,38,8.6
2024-06-01,3,442,21,4.75
2024-06-01,4,442,22,4.98
2024-06-01,5,442,27,6.11
2024-06-01,6,442,22,4.98
2024-06-01,7,442,23,5.2
2024-06-01,8,442,24,5.43
2024-06-01,9,442,29,6.56
2024-06-01,10,442,18,4.07
2024-06-01,11,442,20,4.52
2024-06-01,12,442,32,7.24
2024-06-01,13,442,35,7.92
2024-06-01,14,442,27,6.11
2024-06-01,15,442,22,4.98
2024-06-01,16,442,21,4.75
2024-06-01,17,442,19,4.3
2024-06-01,18,442,24,5.43
2024-06-01,19,442,21,4.75
2024-06-01,20,442,28,6.33
2024-07-01,0,451,451,100.0
2024-07-01,1,451,26,5.76
2024-07-01,2,451,26,5.76
2024-07-01,3,451,23,5.1
2024-07-01,4,451,30,6.65
2024-07-01,5,451,16,3.55
2024-07-01,6,451,29,6.43
2024-07-01,7,451,22,4.88
2024-07-01,8,451,30,6.65
2024-07-01,9,451,26,5.76
2024-07-01,10,451,21,4.66
2024-07-01,11,451,28,6.21
2024-07-01,12,451,23,5.1
2024-07-01,13,451,31,6.87
2024-07-01,14,451,26,5.76
2024-07-01,15,451,33,7.32
2024-07-01,16,451,31,6.87
2024-07-01,17,451,21,4.66
2024-07-01,18,451,32,7.1
2024-07-01,19,451,14,3.1
2024-08-01,0,429,429,100.0
2024-08-01,1,429,13,3.03
2024-08-01,2,429,14,3.26
2024-08-01,3,429,20,4.66
2024-08-01,4,429,15,3.5
2024-08-01,5,429,31,7.23
2024-08-01,6,429,16,3.73
2024-08-01,7,429,19,4.43
2024-08-01,8,429,30,6.99
2024-08-01,9,429,20,4.66
2024-08-01,10,429,23,5.36
2024-08-01,11,429,31,7.23
2024-08-01,12,429,22,5.13
2024-08-01,13,429,22,5.13
2024-08-01,14,429,21,4.9
2024-08-01,15,429,33,7.69
2024-08-01,16,429,21,4.9
2024-08-01,17,429,20,4.66
2024-08-01,18,429,17,3.96
2024-09-01,0,363,363,100.0
2024-09-01,1,363,17,4.68
2024-09-01,2,363,21,5.79
2024-09-01,3,363,20,5.51
2024-09-01,4,363,19,5.23
2024-09-01,5,363,18,4.96
2024-09-01,6,363,20,5.51
2024-09-01,7,363,11,3.03
2024-09-01,8,363,25,6.89
2024-09-01,9,363,22,6.06
2024-09-01,10,363,16,4.41
2024-09-01,11,363,24,6.61
2024-09-01,12,363,11,3.03
2024-09-01,13,363,20,5.51
2024-09-01,14,363,12,3.31
2024-09-01,15,363,14,3.86
2024-09-01,16,363,22,6.06
2024-09-01,17,363,18,4.96
2024-10-01,0,301,301,100.0
2024-10-01,1,301,9,2.99
2024-10-01,2,301,18,5.98
2024-10-01,3,301,15,4.98
2024-10-01,4,301,11,3.65
2024-10-01,5,301,17,5.65
2024-10-01,6,301,12,3.99
2024-10-01,7,301,20,6.64
2024-10-01,8,301,17,5.65
2024-10-01,9,301,17,5.65
2024-10-01,10,301,10,3.32
2024-10-01,11,301,14,4.65
2024-10-01,12,301,14,4.65
2024-10-01,13,301,9,2.99
2024-10-01,14,301,12,3.99
2024-10-01,15,301,14,4.65
2024-10-01,16,301,16,5.32
2024-11-01,0,370,370,100.0
2024-11-01,1,370,19,5.14
2024-11-01,2,370,17,4.59
2024-11-01,3,370,12,3.24
2024-11-01,4,370,17,4.59
2024-11-01,5,370,18,4.86
2024-11-01,6,370,16,4.32
2024-11-01,7,370,18,4.86
2024-11-01,8,370,10,2.7
2024-11-01,9,370,19,5.14
2024-11-01,10,370,14,3.78
2024-11-01,11,370,16,4.32
2024-11-01,12,370,24,6.49
2024-11-01,13,370,8,2.16
2024-11-01,14,370,18,4.86
2024-11-01,15,370,21,5.68
2024-12-01,0,334,334,100.0
2024-12-01,1,334,21,6.29
2024-12-01,2,334,21,6.29
2024-12-01,3,334,15,4.49
2024-12-01,4,334,21,6.29
2024-12-01,5,334,20,5.99
2024-12-01,6,334,21,6.29
2024-12-01,7,334,20,5.99
2024-12-01,8,334,20,5.99
2024-12-01,9,334,10,2.99
2024-12-01,10,334,23,6.89
2024-12-01,11,334,20,5.99
2024-12-01,12,334,20,5.99
2024-12-01,13,334,19,5.69
2024-12-01,14,334,16,4.79
2025-01-01,0,309,309,100.0
2025-01-01,1,309,3,0.97
2025-01-01,2,309,14,4.53
2025-01-01,3,309,12,3.88
2025-01-01,4,309,10,3.24
2025-01-01,5,309,18,5.83
2025-01-01,6,309,13,4.21
2025-01-01,7,309,12,3.88
2025-01-01,8,309,12,3.88
2025-01-01,9,309,16,5.18
2025-01-01,10,309,11,3.56
2025-01-01,11,309,16,5.18
2025-01-01,12,309,14,4.53
2025-01-01,13,309,9,2.91
2025-02-01,0,251,251,100.0
2025-02-01,1,251,11,4.38
2025-02-01,2,251,12,4.78
2025-02-01,3,251,17,6.77
2025-02-01,4,251,17,6.77
2025-02-01,5,251,11,4.38
2025-02-01,6,251,9,3.59
2025-02-01,7,251,13,5.18
2025-02-01,8,251,8,3.19
2025-02-01,9,251,9,3.59
2025-02-01,10,251,12,4.78
2025-02-01,11,251,8,3.19
2025-02-01,12,251,4,1.59
2025-03-01,0,245,245,100.0
2025-03-01,1,245,5,2.04
2025-03-01,2,245,10,4.08
2025-03-01,3,245,15,6.12
2025-03-01,4,245,12,4.9
2025-03-01,5,245,7,2.86
2025-03-01,6,245,6,2.45
2025-03-01,7,245,15,6.12
2025-03-01,8,245,15,6.12
2025-03-01,9,245,15,6.12
2025-03-01,10,245,17,6.94
2025-03-01,11,245,13,5.31
2025-04-01,0,286,286,100.0
2025-04-01,1,286,17,5.94
2025-04-01,2,286,21,7.34
2025-04-01,3,286,15,5.24
2025-04-01,4,286,22,7.69
2025-04-01,5,286,18,6.29
2025-04-01,6,286,18,6.29
2025-04-01,7,286,8,2.8
2025-04-01,8,286,14,4.9
2025-04-01,9,286,14,4.9
2025-04-01,10,286,7,2.45
2025-05-01,0,236,236,100.0
2025-05-01,1,236,6,2.54
2025-05-01,2,236,13,5.51
2025-05-01,3,236,17,7.2
2025-05-01,4,236,9,3.81
2025-05-01,5,236,8,3.39
2025-05-01,6,236,7,2.97
2025-05-01,7,236,14,5.93
2025-05-01,8,236,9,3.81
2025-05-01,9,236,9,3.81
2025-06-01,0,213,213,100.0
2025-06-01,1,213,7,3.29
2025-06-01,2,213,8,3.76
2025-06-01,3,213,11,5.16
2025-06-01,4,213,6,2.82
2025-06-01,5,213,10,4.69
2025-06-01,6,213,16,7.51
2025-06-01,7,213,6,2.82
2025-06-01,8,213,5,2.35
2025-07-01,0,232,232,100.0
2025-07-01,1,232,11,4.74
2025-07-01,2,232,10,4.31
2025-07-01,3,232,11,4.74
2025-07-01,4,232,10,4.31
2025-07-01,5,232,14,6.03
2025-07-01,6,232,9,3.88
2025-07-01,7,232,13,5.6
2025-08-01,0,229,229,100.0
2025-08-01,1,229,8,3.49
2025-08-01,2,229,5,2.18
2025-08-01,3,229,10,4.37
2025-08-01,4,229,10,4.37
2025-08-01,5,229,12,5.24
2025-08-01,6,229,12,5.24
2025-09-01,0,191,191,100.0
2025-09-01,1,191,10,5.24
2025-09-01,2,191,7,3.66
2025-09-01,3,191,16,8.38
2025-09-01,4,191,9,4.71
2025-09-01,5,191,13,6.81
2025-10-01,0,187,187,100.0
2025-10-01,1,187,2,1.07
2025-10-01,2,187,8,4.28
2025-10-01,3,187,7,3.74
2025-10-01,4,187,5,2.67
2025-11-01,0,194,194,100.0
2025-11-01,1,194,8,4.12
2025-11-01,2,194,14,7.22
2025-11-01,3,194,8,4.12
2025-12-01,0,175,175,100.0
2025-12-01,1,175,11,6.29
2025-12-01,2,175,6,3.43
2026-01-01,0,205,205,100.0
2026-01-01,1,205,8,3.9
2026-02-01,0,149,149,100.0
